Cód Transacción	Cód Transacción	Descripción Transacción	Artículo	Descripción Artículo	Planta	Desc. Planta	Cód. Configuración	Dirección	Cantidad	UdM	Dirección Paralela	Ctd Paralela	UdM Paralela	Ubicación	Almacén	Cajón	Fila	Nivel	Caja	Nº Lote	Nº Serie	Cód. Condición	Desc. Cód. Condición	Nº R/D/R	Nº Rev	Fecha Caducidad	Ref Orden 1	Ref Orden 2	Ref Orden 3	Ref Orden 4	Tipo Orden	Coste	Coste Inventario	Coste Total	Creado	Hora Creación	Nota	Realizado Por	Fecha Aplicada	Incl en Art Agr por Periodo	Incl.Valor Agreg. por Per.	Devol/Deshec	Propiedad	Propietario	Nombre Propietario	Propiedad Previo	Propietario Previo	Nombre Propietario Previo	Cód. Programa	Descripción de Programa	Cód Proyecto	Nombre Proyecto	Cód Subproyecto	Descripción Subproyecto	Cód Actividad	Descripción Actividad	Secuencia Actividad	Tiene Errores Contab	Tiene Contab Trasnferidas	Cód Inf Trans Inv	Fecha Aplicada Fecha Modificación	Fecha Aplicada Modificada por Usuario
"1,875,683"	INTSHIP	Consumo para Solic.Material	P12.011.MR0013	MARCADOR PERMANENTE	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		220776	1	1	1	Solicitud Material	1.7	1.7	1.7	15/12/2016	18:43:22	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301776		
"1,875,684"	INTSHIP	Consumo para Solic.Material	P12.021.PA0002	PASTA PARA ANILLAR	05M-O	TERMOPICHINCHA M-O	*	-	2	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		220776	2	1	1	Solicitud Material	0.07	0.15	0.15	15/12/2016	18:43:22	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301776		
"1,875,685"	INTSHIP	Consumo para Solic.Material	P12.002.ES0001	ESFEROGRAFICO AZUL	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	220776	3	1	1	Solicitud Material	0.15	0.15	0.15	15/12/2016	18:43:22	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301776		
"1,875,686"	INTSHIP	Consumo para Solic.Material	P12.018.TJ0001	TIJERAS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	220630	1	1	1	Solicitud Material	0.81	0.81	0.81	15/12/2016	18:48:44	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301777		
"1,875,687"	INTSHIP	Consumo para Solic.Material	02.010.PA0004	PATCH CORD 2M	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		220630	2	1	1	Solicitud Material	32.48	32.48	32.48	15/12/2016	18:48:44	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301777		
"1,875,688"	INTSHIP	Consumo para Solic.Material	P12.015.CS0003	CINTA SCOTCH PEQUEÑA 18X 25	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	220630	3	1	1	Solicitud Material	0.15	0.15	0.15	15/12/2016	18:48:45	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301777		
"1,875,689"	WOISS	Emitir para Orden de Trabajo	P02.006.DC0023	DISCO DE CORTE DE 4 1/2 X 1/8 X 7/8	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		1818	*		1	Orden Trabajo	2.78	5.57	5.57	15/12/2016	19:06:34		VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301778		
"1,875,690"	WOISS	Emitir para Orden de Trabajo	P03.019.TZ0009	TIZA DE CERA PARA METALES	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		1818	*		2	Orden Trabajo	0.26	0.26	0.26	15/12/2016	19:06:35		VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301778		
"1,875,691"	WOISS	Emitir para Orden de Trabajo	P02.005.PR0274	"PERNO DE ACERO 1/4"" X 3/4 "" GR 8"	05M-O	TERMOPICHINCHA M-O	*	-	8	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		1818	*		3	Orden Trabajo	0.06	0.47	0.47	15/12/2016	19:06:39		VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301778		
"1,875,692"	WOISS	Emitir para Orden de Trabajo	P02.005.TR0092	"TUERCA HIERRO 1/4"""	05M-O	TERMOPICHINCHA M-O	*	-	8	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		1818	*		4	Orden Trabajo	0.05	0.4	0.4	15/12/2016	19:06:42		VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301778		
"1,875,695"	INTSHIP	Consumo para Solic.Material	P14.006.GU0040	"GUANTE DE NYLON TRICOTADO SIN COSTURA, GALGA 18, CON REVESTIMIENTO DE ESPUMA DE NITRILO"	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		220778	1	1	1	Solicitud Material	10.53	10.53	10.53	15/12/2016	19:24:20	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301779		
"1,875,696"	INTSHIP	Consumo para Solic.Material	P14.006.GU0008	GUANTE DE NITRILO	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	220778	2	1	1	Solicitud Material	3.03	3.03	3.03	15/12/2016	19:24:20	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301779		
"1,875,697"	INTSHIP	Consumo para Solic.Material	P14.008.PA0004	TAPONES AUDITIVOS DESECHABLES	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	220778	3	1	1	Solicitud Material	0.29	0.29	0.29	15/12/2016	19:24:21	INT	VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301779		
"1,875,693"	WOISS	Emitir para Orden de Trabajo	P02.005.PR0159	"PERNO M10 X 40MM, HILO FINO"	05M-O	TERMOPICHINCHA M-O	*	-	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	1818	*		5	Orden Trabajo	0.22	0.87	0.87	15/12/2016	19:06:51		VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301778		
"1,875,694"	WOISS	Emitir para Orden de Trabajo	P02.005.TR0076	TUERCA M10	05M-O	TERMOPICHINCHA M-O	*	-	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		1818	*		6	Orden Trabajo	0.09	0.35	0.35	15/12/2016	19:06:55		VTIXE	15/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	301778		
"1,812,360"	WOISS	Emitir para Orden de Trabajo	P02.010.AN0059	ANGULO LAMINADO 30 X 4MM X 6M	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	1273	*		2	Orden Trabajo	14.32	14.32	14.32	14/10/2016	9:01:10		VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290565		
"1,812,364"	INTSHIP	Consumo para Solic.Material	P12.041.ES0001	ESTILETE	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		212734	1	1	1	Solicitud Material	0.69	0.69	0.69	14/10/2016	9:07:48	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290567		
"1,812,365"	INTSHIP	Consumo para Solic.Material	P12.059.AR0001	ARCHIVADOR PLASTICO ACORDEON	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		212734	2	1	1	Solicitud Material	1.78	1.78	1.78	14/10/2016	9:07:49	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290567		
"1,812,376"	INTSHIP	Consumo para Solic.Material	P14.006.GU0031	GUANTE DE KEVLAR CON REVESTIMIENTO DE NITRILO	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		212746	1	1	1	Solicitud Material	10.33	10.33	10.33	14/10/2016	9:25:21	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290570		
"1,812,377"	INTSHIP	Consumo para Solic.Material	P14.007.MC0002	MASCARILLA DESECHABLE PARA  POLVOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	212748	1	1	1	Solicitud Material	1.5	1.5	1.5	14/10/2016	9:28:49	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290571		
"1,812,378"	INTSHIP	Consumo para Solic.Material	P14.004.OV0010	OVEROL IMPERMEABLE CON CAPUCHA PARA ACIDOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		212748	2	1	1	Solicitud Material	13.3	13.3	13.3	14/10/2016	9:28:49	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290571		
"1,812,379"	INTSHIP	Consumo para Solic.Material	P14.004.OV0010	OVEROL IMPERMEABLE CON CAPUCHA PARA ACIDOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		212750	1	1	1	Solicitud Material	13.3	13.3	13.3	14/10/2016	9:32:31	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290572		
"1,812,380"	INTSHIP	Consumo para Solic.Material	P14.001.BT0004	"BOTA DE PVC PUNTA DE ACERO, C/AMARILLO CON PLANTILLA ERGONOMICA, PLANTA ANIDESLIZANTE RESISTENTE A HIDROCARBUROS"	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	212750	2	1	1	Solicitud Material	19.68	19.68	19.68	14/10/2016	9:32:32	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290572		
"1,812,381"	INTSHIP	Consumo para Solic.Material	P14.006.GU0008	GUANTE DE NITRILO	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	212750	3	1	1	Solicitud Material	3.03	3.03	3.03	14/10/2016	9:32:32	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290572		
"1,812,393"	INTSHIP	Consumo para Solic.Material	P02.003.FI0326	"CARTUCHO DE CARBON ACTIVADO PARA VAPORES ORGANICOS Y GASES ACIDOS, CLORO, CLORURO DE HIDROGENO, DIOXIDO DE AZUFRE, DIOXIDO DE CLORO, FLUORURO DE HIDROGENO- (PAR)"	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		212752	1	1	1	Solicitud Material	13.1	13.1	13.1	14/10/2016	9:52:46	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290581		
"1,812,394"	INTSHIP	Consumo para Solic.Material	P16.002.SU0019	TRAPEADORES	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		212752	2	1	1	Solicitud Material	2.73	2.73	2.73	14/10/2016	9:52:47	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290581		
"1,812,402"	INTSHIP	Consumo para Solic.Material	P12.002.ES0001	ESFEROGRAFICO AZUL	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	212744	1	1	1	Solicitud Material	0.15	0.15	0.15	14/10/2016	10:01:52	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290590		
"1,812,403"	INTSHIP	Consumo para Solic.Material	P13.007.PH0002	PAPEL HIGIENICO JUMBO 250 MTS- ROLLO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	212744	2	1	1	Solicitud Material	2.3	2.3	2.3	14/10/2016	10:01:52	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290590		
"1,812,404"	INTSHIP	Consumo para Solic.Material	P13.007.TL0001	TOALLA DE MANOS DISPENSADA	05M-O	TERMOPICHINCHA M-O	*	-	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		212744	3	1	1	Solicitud Material	2.03	8.12	8.12	14/10/2016	10:01:53	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290590		
"1,812,444"	INTSHIP	Consumo para Solic.Material	P02.143.BA0004	BALANZA DIGITAL 5 KG/11 LBS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	212775	1	1	1	Solicitud Material	410.02	410.02	410.02	14/10/2016	10:32:50	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290601		
"1,812,465"	INTSHIP	Consumo para Solic.Material	P12.019.PB0001	PAPEL BOND 75 GR. A4 -RESMA	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		212779	1	1	1	Solicitud Material	2.84	5.68	5.68	14/10/2016	10:48:38	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290610		
"1,812,466"	INTSHIP	Consumo para Solic.Material	P12.002.ES0001	ESFEROGRAFICO AZUL	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	212779	2	1	1	Solicitud Material	0.15	0.31	0.31	14/10/2016	10:48:38	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290610		
"1,812,482"	INTSHIP	Consumo para Solic.Material	P12.051.PI0001	PILAS PEQUEÑAS 2 AA	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	27/05/2014	212786	1	1	1	Solicitud Material	1.53	3.05	3.05	14/10/2016	10:58:00	INT	VTIXE	14/10/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	290612		
"1,962,137"	INTSHIP	Consumo para Solic.Material	P01.046.TE0092	ELECTRONICAL CARD MODULO DEL VALOR MEDIO  ELEMENTOS TERMICOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	5	1	1	Solicitud Material	"4,648.47"	"4,648.47"	"4,648.47"	06/02/2017	11:34:23	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,138"	INTSHIP	Consumo para Solic.Material	P01.042.RP0002	"RELE SOBRECORRIENTE TRAFO, 1A, 60HZ,BOB CORRIENTE 125VDC, 0.1 - 6SEG"	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	6	1	1	Solicitud Material	"3,098.75"	"3,098.75"	"3,098.75"	06/02/2017	11:34:23	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,139"	INTSHIP	Consumo para Solic.Material	P01.046.TE0099	ELECTRONICAL ACTUAL VALUE OF REACTIVE CURRENT AND VOLTAGE CONVERTER	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	7	1	1	Solicitud Material	"2,670.89"	"2,670.89"	"2,670.89"	06/02/2017	11:34:23	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,140"	INTSHIP	Consumo para Solic.Material	P01.046.TE0091	ELECTRONICAL CARD MODULO AHG	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	8	1	1	Solicitud Material	"2,375.78"	"2,375.78"	"2,375.78"	06/02/2017	11:34:25	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,141"	INTSHIP	Consumo para Solic.Material	P01.046.TE0122	TARJETA ELECTRONICA TURBINE OVERTEMPERATURE IC 3600 STKJ	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	9	1	1	Solicitud Material	"1,908.89"	"1,908.89"	"1,908.89"	06/02/2017	11:34:25	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,142"	INTSHIP	Consumo para Solic.Material	P01.046.TE0131	TARJETA ELECTRONICA AEG/ A52  V5 BLOQUE DE TIRISTORES- RECONSTRUIDA	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	10	1	1	Solicitud Material	"1,550.08"	"1,550.08"	"1,550.08"	06/02/2017	11:34:25	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,143"	INTSHIP	Consumo para Solic.Material	P01.046.TE0130	TARJETA ELECTRONICA P13-082 V6 AVR AEG/E43-RECONSTRUIDA	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	11	1	1	Solicitud Material	"1,232"	"1,232"	"1,232"	06/02/2017	11:34:26	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,144"	INTSHIP	Consumo para Solic.Material	P02.012.FS0001	LAMPARA MCC LUNAS ROJAS	05M-O	TERMOPICHINCHA M-O	*	-	33	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	12	1	1	Solicitud Material	36.02	"1,188.79"	"1,188.79"	06/02/2017	11:34:26	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,145"	INTSHIP	Consumo para Solic.Material	P01.046.TE0101	ELECTRONICAL THYRISTOR PLUG-IN PACKAGE	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	13	1	1	Solicitud Material	665.06	665.06	665.06	06/02/2017	11:34:27	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,878,495"	INVM-IN	Transferencia Interna - Recepción	P02.026.MN0042	"MANGUERA BX DE 1/2"" PARA INSTALACION ELECTRICA"	05M-O	TERMOPICHINCHA M-O	*	+	50	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1							1.78	89.07	89.07	19/12/2016	16:18:35		MMARTINEZ	19/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE			
"1,878,497"	INVM-IN	Transferencia Interna - Recepción	P02.026.MN0076	"MANGUERA BX 3/4, CON RECUBRIMIENTO PVC"	05M-O	TERMOPICHINCHA M-O	*	+	50	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1							2.06	102.77	102.77	19/12/2016	16:18:56		MMARTINEZ	19/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE			
"1,878,500"	INVM-IN	Transferencia Interna - Recepción	P02.026.MN0014	"MANGUERA BX 1"", PARA INSTALACION ELECTRICA"	05M-O	TERMOPICHINCHA M-O	*	+	67	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1							3.12	209.29	209.29	19/12/2016	16:20:28		MMARTINEZ	19/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE			
"1,878,503"	INVM-IN	Transferencia Interna - Recepción	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	+	200	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1							2.27	453.92	453.92	19/12/2016	16:21:25		MMARTINEZ	19/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE			
"1,962,146"	INTSHIP	Consumo para Solic.Material	P01.046.TE0097	ELECTRONICAL DOUBLE CONTROL AMPLIFIER	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	14	1	1	Solicitud Material	665.05	665.05	665.05	06/02/2017	11:34:27	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,147"	INTSHIP	Consumo para Solic.Material	P01.041.SL0003	SELECTOR 24 POSICIONES (TERMOCUPLAS)	05M-O	TERMOPICHINCHA M-O	*	-	3	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	15	1	1	Solicitud Material	165.29	495.88	495.88	06/02/2017	11:34:27	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,148"	INTSHIP	Consumo para Solic.Material	P01.034.IT0018	"TERMOSTATO RANGO -100 -300°F, 1 NO ,10A, 120 VAC,L 13.5CM, F 1.5CM"	05M-O	TERMOPICHINCHA M-O	*	-	3	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	16	1	1	Solicitud Material	103.22	309.67	309.67	06/02/2017	11:34:28	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,149"	INTSHIP	Consumo para Solic.Material	P01.064.TS0002	TERMOSTATO 0-90°F GE158A4747P002	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	17	1	1	Solicitud Material	103.92	207.83	207.83	06/02/2017	11:34:28	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,150"	INTSHIP	Consumo para Solic.Material	P01.064.TS0003	TERMOSTATO COMPART HETING CONDUIT AIR GE235A9299-P001	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	18	1	1	Solicitud Material	103.92	207.83	207.83	06/02/2017	11:34:28	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,151"	INTSHIP	Consumo para Solic.Material	P01.034.IT0019	"TERMOSTATO RANGO -100 -400°F, 1 NO ,10A, 120 VAC,L 47CM, F 1.5CM"	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	19	1	1	Solicitud Material	164.74	164.74	164.74	06/02/2017	11:34:28	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,152"	INTSHIP	Consumo para Solic.Material	P01.038.RT0005	"TEMPORIZADOR,OFF DELAY,BOB 100VAC 60 HZ,1-105SEG,2NO 2NC, 6A"	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	20	1	1	Solicitud Material	155.04	155.04	155.04	06/02/2017	11:34:29	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
"1,962,153"	INTSHIP	Consumo para Solic.Material	P02.128.MO0008	MODEMS PARA MEDIDORES ENERGIA ROBOTICS-SPORTER 56K	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	226061	21	1	1	Solicitud Material	122.08	122.08	122.08	06/02/2017	11:34:29	INT	VTIXE	31/12/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	310470	06/02/2017 11:40	VTIXE
